component,model_mol,T,T_minus,T_plus,logN,logN_minus,logN_plus,A,log10A,log10A_minus,log10A_plus
CO2,CO2,457.9525009728968,171.14487496205402,6.094346842091284,16.717052828520536,0.12119334390874315,1.1740616454595418,0.0723768797788055,-1.1404001435828381,0.019867469869115917,0.3833337061599068
