wave,residual,cumulative_model
4.900364052793028,0.02034858931051664,0.0
4.9011662214278795,0.010787576349886363,0.0
4.9019683796688005,0.005220752870711998,0.0
4.902770527536307,0.005436834009942326,0.0
4.903572665050916,0.015626715062327157,0.0
4.904374792233142,0.031941444657277995,0.0
4.905176909103501,0.036147903316586794,0.0
4.905979015682508,0.036967455747671796,0.0
4.90678111199068,0.03124298868337183,0.0
4.907583198048534,0.03396120277248993,0.0
4.908385273876583,0.04671745222133716,0.0
4.909187339495345,0.05429914380341849,0.0
4.909989394925335,0.06883011088739055,0.0
4.910791440187069,0.03734732315817202,0.0
4.911593475301062,0.012667648116645669,0.0
4.912395500287832,0.0025030199331358416,0.0
4.913197515167892,0.001748429876047175,0.0
4.913999519961759,0.007266256502513113,0.0
4.91480151468995,0.030478057422354654,0.0
4.915603499372979,0.04734151242066287,0.0
4.916405474031364,0.054469758105281096,0.0
4.917207438685618,0.04209927339159747,0.0
4.918009393356259,0.0282631423891474,0.0
4.9188113380638026,0.030554511083020097,0.0
4.919613272828764,0.046827135984669144,0.0
4.920415197671659,0.061898224944596514,0.0
4.921217112613004,0.05826511747361185,0.0
4.922019017673313,0.03936483146619185,0.0
4.922820912873105,0.011134948693467095,0.0
4.923622798232893,0.01141852015338507,0.0
4.924424673773194,0.02093446753114836,0.0
4.925226539514525,0.03204097389798455,0.0
4.926028395477399,0.04367211019323114,0.0
4.926830241682334,0.05440333091123284,0.0
4.927632078149846,0.040375887093423435,0.0
4.92843390490045,0.021769131410602438,0.0
4.929235721954661,0.016169575840398243,0.0
4.930037529332996,0.024685310037700914,0.0
4.9308393270559705,0.04042520374616465,0.0
4.9316411151440995,0.05507058969461731,0.0
4.932442893617901,0.074479309299058,0.0
4.93324466249789,0.04997587818914706,0.0
4.934046421804579,0.02653221590284016,0.0
4.934848171558489,0.017988706573906832,0.0
4.935649911780133,0.027212035366436904,0.0
4.936451642490027,0.04407338874349953,0.0
4.937253363708688,0.04225211415518948,0.0
4.938055075456631,0.052893966632426515,0.0
4.938856777754371,0.03735471263965284,0.0
4.939658470622424,0.02384022787109419,0.0
4.940460154081308,0.011066362564238097,0.0
4.941261828151536,0.009650897307542095,0.0
4.9420634928536264,0.03813305549831292,0.0
4.942865148208092,0.05573646840400892,0.0
4.943666794235452,0.06366032103606489,0.0
4.94446843095622,0.06151977380327733,0.0
4.9452700583909115,0.039091882651221876,0.0
4.946071676560043,0.027518594298987065,0.0
4.9468732854841315,0.0263279487378989,0.0
4.947674885183692,0.03297448241170142,0.0
4.94847647567924,0.04372179347156724,0.0
4.949278056991291,0.03984657428446248,0.0
4.950079629140363,0.03213069892719844,0.0
4.950881192146968,0.018857591409383034,0.0
4.951682746031625,0.013882355562675586,0.0
4.952484290814849,0.018590473408464425,0.0
4.953285826517156,0.03251203909170308,0.0
4.95408735315906,0.05488042520557712,0.0
4.95488887076108,0.06906187772263617,0.0
4.955690379343729,0.07875799254073856,0.0
4.956491878927523,0.06243619201953299,0.0
4.957293369532981,0.044256288957623346,0.0
4.958094851180616,0.047013068415882486,0.0
4.958896323890943,0.04635780599230932,0.0
4.95969778768448,0.048845567035417425,0.0
4.960499242581743,0.04553081162017514,0.0
4.961300688603245,0.03307432873196903,0.0
4.962102125769506,0.013843791790500881,0.0
4.962903554101038,-0.002381674088160479,0.0
4.963704973618358,-0.0015670770649857113,0.0
4.964506384341983,0.005461807725476997,0.0
4.965307786292428,0.027043926470973534,0.0
4.966109179490209,0.046526762717706394,0.0
4.966910563955841,0.06961561881744815,0.0
4.967711939709841,0.08419732053543771,0.0
4.968513306772724,0.055364989646728424,0.0
4.9693146651650055,0.034510222833270876,0.0
4.9701160149072034,0.03303508541883071,0.0
4.970917356019831,0.03601289643601546,0.0
4.971718688523407,0.029621481389817905,0.0
4.972520012438443,0.017947643836285332,0.0
4.973321327785459,0.006164997150650109,0.0
4.974122634584968,0.007440944151688278,0.0
4.974923932857488,0.00013997051448255693,0.0
4.975725222623533,-0.001369161347570591,0.0
4.976526503903619,0.0042499784089172765,0.0
4.977327776718263,0.021299120238720715,0.0
4.978129041087981,0.05148492658191117,0.0
4.978930297033287,0.06517767627674376,0.0
4.979731544574698,0.06642529052567503,0.0
4.98053278373273,0.04318156489653979,0.0
4.981334014527898,0.028535957337841977,0.0
4.982135236980719,0.030952549260659934,0.0
4.9829364511117085,0.034712238065686574,0.0
4.983737656941381,0.02765950513077442,0.0
4.984538854490253,0.012539544831574934,0.0
4.985340043778842,0.007648208196006645,0.0
4.986141224827661,-0.007025890681156222,0.0
4.986942397657229,-0.0032498543709539307,0.0
4.987743562288059,0.0026388817244551444,0.0
4.988544718740668,0.017525331736369498,0.0
4.9893458670355715,0.039173580378029205,0.0
4.990147007193286,0.06371971968791279,0.0
4.990948139234328,0.062270802193834074,0.0
4.9917492631792095,0.058404012451191645,0.0
4.992550379048452,0.028729981428476825,0.0
4.993351486862567,0.021086013772427026,0.0
4.994152586642071,0.023909742128400358,0.0
4.994953678407482,0.029013808486512138,0.0
4.995754762179313,0.03121832658210666,0.0
4.996555837978082,0.02073417112502096,0.0
4.997356905824304,0.004955057061363566,0.0
4.998157965738495,0.007179433701811178,0.0
4.99895901774117,0.004706228272627011,0.0
4.999760061852847,0.007959362165366524,0.0
5.000561098094038,0.014467854826863302,0.0
5.001362126485263,0.033565013956683765,0.0
5.0021631470470345,0.053127919656931866,0.0
5.002964159799871,0.06313662264320075,0.0
5.003765164764287,0.059557930583175156,0.0
