component,model_mol,T,T_minus,T_plus,logN,logN_minus,logN_plus,A,log10A,log10A_minus,log10A_plus
H2O_warm,H2O,443.3534858748317,0.7163889101915402,0.716388910191597,16.225427282974124,0.024954518568776507,0.024954518568776507,55.56954620489347,1.744836850240204,0.08921941120503707,0.08921941120503729
H2O_hot,H2O,748.4209708869457,5.334728264737123,5.334728264737123,17.957610256038606,0.006067976256790786,0.006067976256787233,1.844539370469442,0.2658879293894151,0.0013151603991280458,0.0013151603991281013
