wave,flux,err,cont
4.900275847827764,0.013798618703213139,0.000592068047475138,0.4899534703850314
4.90107800202384,0.0027247975143020464,0.0006044517867585103,0.48996991832985276
4.901880145826173,0.0011333751635191347,0.0007077039896428377,0.48996799851676615
4.902682279255278,-0.0003963554044177364,0.0007266628697094134,0.4899663386979741
4.903484402331671,0.0032798730168420165,0.0007578860043931053,0.48996504916621897
4.904286515075867,0.016102522306140066,0.0009197626650945757,0.4899642405176857
4.905088617508382,0.03139744188751081,0.0009759187585078085,0.4899640236520101
4.905890709649732,0.03343323908139073,0.0009759187585078085,0.4899645097722925
4.90669279152043,0.023955683941521755,0.0009968188685093484,0.48996581038510406
4.907494863140995,0.029603209144870246,0.0013904822537549062,0.489968037300501
4.908296924531939,0.0654990505849225,0.0013934385539649521,0.48996743899340955
4.90909897571378,0.10549769291743205,0.0015894696472773778,0.4899639878563114
4.909901016707032,0.08632875609465013,0.0016008024660109888,0.48995765556565396
4.910703047532211,0.027092570373903002,0.0016008024660109888,0.48995027247764755
4.911505068209832,0.0038742692640409415,0.0016008024660109888,0.48994208426876273
4.912307078760411,-0.0013910120297147555,0.0016807935463435454,0.48993896677571847
4.913109079204464,-0.0028766456957141084,0.0016807935463435454,0.48993716009907506
4.913911069562505,0.0009713896684165335,0.0016807935463435454,0.48993665433037953
4.91471304985505,0.013312871468667387,0.0016807935463435454,0.48993743999187045
4.915515020102616,0.02998607223978017,0.0019534970684032035,0.4899395080364772
4.916316980325715,0.03350804366304022,0.0019534970684032035,0.4899428498478182
4.917118930544866,0.02791434230787815,0.002208639913407756,0.4899474572402003
4.917920870780583,0.015907367098760783,0.002222420004175005,0.48995332245861856
4.918722801053382,0.016604009092841376,0.002239322178901094,0.489960438178754
4.919524721383777,0.05491888777210702,0.002239322178901094,0.48996588434980404
4.9203266317922845,0.08994774744398537,0.002239322178901094,0.48996954893020755
4.92112853229942,0.07668859936147998,0.002222420004175005,0.48997131954031714
4.921930422925699,0.03975553360636608,0.002222420004175005,0.4899710834623857
4.922732303691636,0.009963627889674365,0.002222420004175005,0.4899593652930328
4.923534174617748,0.00312095129318285,0.002208639913407756,0.4899250471512314
4.92433603572455,0.008941583635526718,0.002208639913407756,0.4899087352292562
4.925137887032556,0.01588205606481491,0.002208639913407756,0.48985437644677243
4.925939728562283,0.02843134712115969,0.002208639913407756,0.4898145378604003
4.926741560334246,0.037769072520876246,0.002208639913407756,0.4897898050090947
4.927543382368961,0.03310895806374714,0.002222420004175005,0.48978076780901614
4.928345194686943,0.01916638637140189,0.002208639913407756,0.4897740048485017
4.929146997308707,0.008365630148687908,0.0019534970684032035,0.4897696068373278
4.92994879025477,0.016137004098733754,0.0019534970684032035,0.4897641612010208
4.9307505735456445,0.04769728329379502,0.002208639913407756,0.4897576330147193
4.9315523472018485,0.08669996479925196,0.002222420004175005,0.4897464831079423
4.932354111243897,0.09510731104428644,0.002222420004175005,0.48973054907025537
4.933155865692305,0.04853082879501852,0.002222420004175005,0.4897096673203169
4.933957610567588,0.016425603489830132,0.002208639913407756,0.4896836731058614
4.934759345890262,0.008612208891184248,0.0018898353990538456,0.48962119058999004
4.935561071680842,0.013343095854615628,0.0018898353990538456,0.4895836660884392
4.936362787959842,0.019923025410104045,0.0018898353990538456,0.48956694540967893
4.9371644947477815,0.02692068733509101,0.0018788848397289489,0.4895521739894665
4.937966192065172,0.038109309554535065,0.0018551134643865566,0.4895394336935545
4.93876787993253,0.026234438842320906,0.001787943174451043,0.4895308550763475
4.939569558370373,0.012029212908118259,0.0017580730648194297,0.4895264453644125
4.940371227399213,0.0022154616820742046,0.0017580730648194297,0.4895212127934925
4.941172887039568,0.004087575906476182,0.0015703791788544063,0.4895352177781423
4.941974537311952,0.027922752465726175,0.0015703791788544063,0.4895322734785844
4.942776178236882,0.07750197160613376,0.0015703791788544063,0.4895237687184801
4.943577809834872,0.09802066305286472,0.0015703791788544063,0.4895096823370765
4.944379432126439,0.06629586282463501,0.0017366247782516452,0.48948999192629594
